dtc_molregno,chembl_id,compound_name,standard_inchi_key,bioactivities
DTCC00352593,CHEMBL161461,ALANYL-DL-PHENYLALANINE,OMNVYXHOSHNURL-UHFFFAOYSA-N,2
DTCC00354198,CHEMBL349338,"EPIGALLOCATECHIN 3,5-DIGALLATE",RKUDRJTZBDEGNP-YIXXDRMTSA-N,2
DTCC00354555,CHEMBL349197,THEASINENSIN A,YUULFXAQUWEYNP-GXAWFILRSA-N,2
DTCC00354911,CHEMBL346119,THEAFLAVIN,IPMYMEWFZKHGAX-ZKSIBHASSA-N,2
DTCC00354961,CHEMBL159303,"EPIAFZELECHIN (2R,3R)(-)",RSYUFYQTACJFML-UKRRQHHQSA-N,2
DTCC00356637,CHEMBL350343,DIPLOSALSALATE,DDSFKIFGAPZBSR-UHFFFAOYSA-N,2
DTCC00358921,CHEMBL165790,IPRIFLAVONE,SFBODOKJTYAUCM-UHFFFAOYSA-N,2
DTCC00364781,CHEMBL168276,"3,5-DINITROCATECHOL (OR-486)",VDCDWNDTNSWDFJ-UHFFFAOYSA-N,2
DTCC00365881,CHEMBL354676,DIPHENYLUREA,GWEHVDNNLFDJLR-UHFFFAOYSA-N,2
DTCC00367152,CHEMBL354349,ACRIFLAVINE CHLORIDE,KKAJSJJFBSOMGS-UHFFFAOYSA-N,2
DTCC00368941,CHEMBL171679,ASPARTAME,IAOZJIPTCAWIRG-QWRGUYRKSA-N,2
DTCC00369909,CHEMBL170458,DIALLYL SULFIDE,UBJVUCKUDDKUJF-UHFFFAOYSA-N,2
DTCC00371518,CHEMBL173395,ATRANORIN,YLOYKYXNDHOHHT-UHFFFAOYSA-N,2
DTCC00373433,CHEMBL367623,"2,4-DICHLOROPHENOXYACETIC ACID",OVSKIKFHRZPJSS-UHFFFAOYSA-N,2
DTCC00373554,CHEMBL173530,STICTIC ACID,SKCUFZLDTAYNBZ-UHFFFAOYSA-N,2
DTCC00373702,CHEMBL172064,E324,DECIPOUIJURFOJ-UHFFFAOYSA-N,2
DTCC00375085,CHEMBL367881,(+)-USNIC ACID,WEYVVCKOOFYHRW-SFHVURJKSA-N,2
DTCC00375441,CHEMBL175247,ORLISTAT,AHLBNYSZXLDEJQ-FWEHEUNISA-N,2
DTCC00378433,CHEMBL176045,FANCHININ,WVTKBKWTSCPRNU-KYJUHHDHSA-N,2
DTCC00378599,CHEMBL436279,CHELIDONINE (+),GHKISGDRQRSCII-UHFFFAOYSA-N,2
DTCC00382894,CHEMBL179900,CYCLOCREATINE,AMHZIUVRYRVYBA-UHFFFAOYSA-N,2
DTCC00388427,CHEMBL186141,ANDROGRAPHOLIDE,BOJKULTULYSRAS-OTESTREVSA-N,2
DTCC00388631,CHEMBL364826,ESTRONE ACETATE,KDPQTPZDVJHMET-MPTUAUJUSA-N,2
DTCC00391221,CHEMBL186784,XANTHONE,JNELGWHKGNBSMD-UHFFFAOYSA-N,2
DTCC00391326,CHEMBL186366,PINOSYLVIN METHYL ETHER,JVIXPWIEOVZVJC-BQYQJAHWSA-N,2
DTCC00392952,CHEMBL1370,BUDESONIDE,VOVIALXJUBGFJZ-KWVAZRHASA-N,2
DTCC00393820,CHEMBL363506,CORALYNE,PDYBUYVOPAJLKP-UHFFFAOYSA-M,2
DTCC00393990,CHEMBL189171,ACEMETACIN,FSQKKOOTNAMONP-UHFFFAOYSA-N,2
DTCC00394427,CHEMBL1371,CHLORZOXAZONE,TZFWDZFKRBELIQ-UHFFFAOYSA-N,2
DTCC00396162,CHEMBL1373,MODAFINIL,YFGHCGITMMYXAQ-UHFFFAOYSA-N,2
DTCC00399534,CHEMBL192627,CHLORANIL,UGNWTBMOAKPKBL-UHFFFAOYSA-N,2
DTCC00399681,CHEMBL371523,DIBENZOYLMETHANE,NZZIMKJIVMHWJC-UHFFFAOYSA-N,2
DTCC00400138,CHEMBL370252,FLUMEQUINE,DPSPPJIUMHPXMA-UHFFFAOYSA-N,2
DTCC00401389,CHEMBL190982,"1,4-DICHLOROBENZENE",OCJBOOLMMGQPQU-UHFFFAOYSA-N,2
DTCC00401452,CHEMBL191703,CONESSINE,GPLGAQQQNWMVMM-MYAJQUOBSA-N,2
DTCC00405599,CHEMBL1387,NORETHYNODREL,ICTXHFFSOAJUMG-SLHNCBLASA-N,2
DTCC00405607,CHEMBL196537,CHLORDANE,BIWJNBZANLAXMG-UHFFFAOYSA-N,2
DTCC00405612,CHEMBL362919,METHOXYCHLOR,IAKOZHOLGAGEJT-UHFFFAOYSA-N,2
DTCC00405614,CHEMBL195953,ALDRIN,QBYJBZPUGVGKQQ-UHFFFAOYSA-N,2
DTCC00405625,CHEMBL363207,DICHLORODIPHENYLDICHLOROETHYLENE,UCNVFOCBFJOQAL-UHFFFAOYSA-N,2
DTCC00405635,CHEMBL1393,SPIRONOLACTONE,LXMSZDCAJNLERA-ZHYRCANASA-N,2
DTCC00405635,CHEMBL1393,SPIRONOLACTONE,LXMSZDCAJNLERA-ZHYRCANASA-N,2
DTCC00405636,CHEMBL194399,ENDOSULFAN,RDYMFSUJUZBWLH-UHFFFAOYSA-N,2
DTCC00405637,CHEMBL194400,HEPTACHLOR,FRCCEHPWNOQAEU-UHFFFAOYSA-N,2
DTCC00405643,CHEMBL194458,"2,4,5-TRICHLOROPHENOXYACETIC ACID",SMYMJHWAQXWPDB-UHFFFAOYSA-N,2
DTCC00412945,CHEMBL426656,,BIRBAVBRZJXUON-UHFFFAOYSA-N,2
DTCC00412951,CHEMBL201159,,XBCMRZOAQOXJGJ-UHFFFAOYSA-N,2
DTCC00412978,CHEMBL201692,,GFOSJTAXXOQMHZ-UHFFFAOYSA-N,2
DTCC00413015,CHEMBL202418,,VBGPJSSMTKOSHT-UHFFFAOYSA-N,2
DTCC00413031,CHEMBL440216,,CGUCUSIMRYITTD-UHFFFAOYSA-N,2
DTCC00413045,CHEMBL378383,,LCKHOECZFMZZQD-UHFFFAOYSA-N,2
DTCC00413050,CHEMBL203246,,FOGVEGOCFNSSHQ-UHFFFAOYSA-N,2
DTCC00413057,CHEMBL439515,,TWNMJONJLDKIBA-UHFFFAOYSA-N,2
DTCC00413081,CHEMBL201789,,YHPLRJJANVRWSC-UHFFFAOYSA-N,2
DTCC00413108,CHEMBL202706,,UPVLQJWLVAHWOP-UHFFFAOYSA-N,2
DTCC00413140,CHEMBL199802,,UQXPXNBUKWHERA-UHFFFAOYSA-N,2
DTCC00413169,CHEMBL383319,,BWSHNHONBPSTAX-UHFFFAOYSA-N,2
DTCC00413221,CHEMBL201407,,CCIQUWLWXAHDLL-UHFFFAOYSA-N,2
DTCC00413272,CHEMBL201377,,LUGQNCUQNYMJPV-UHFFFAOYSA-N,2
DTCC00413282,CHEMBL201022,,RAKPTCORSHLZMM-UHFFFAOYSA-N,2
DTCC00413354,CHEMBL200112,,WSNQHSNCMSARBG-UHFFFAOYSA-N,2
DTCC00413409,CHEMBL380414,,BYRKSFDWKSZJPN-UHFFFAOYSA-N,2
DTCC00416945,CHEMBL206106,PALMITINE,QUCQEUCGKKTEBI-UHFFFAOYSA-N,2
DTCC00417181,CHEMBL1404,RANOLAZINE,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,2
DTCC00419527,CHEMBL205596,CHOLIC ACID,BHQCQFFYRZLCQQ-OELDTZBJSA-N,2
DTCC00420076,CHEMBL208484,KARANJIN,LKPQNZRGGNOPPU-UHFFFAOYSA-N,2
DTCC00420132,CHEMBL205190,TRIPTONIDE,SWOVVKGLGOOUKI-ZHGGVEMFSA-N,2
DTCC00422269,CHEMBL427216,GLICLAZIDE,BOVGTQGAOIONJV-UHFFFAOYSA-N,2
DTCC00423684,CHEMBL210635,GENKWANIN,JPMYFOBNRRGFNO-UHFFFAOYSA-N,2
DTCC00423935,CHEMBL207538,ALLOPREGNANOLONE,AURFZBICLPNKBZ-SYBPFIFISA-N,2
DTCC00424188,CHEMBL210276,"3,7-DIHYDROXYFLAVONE",UWQJWDYDYIJWKY-UHFFFAOYSA-N,2
DTCC00424379,CHEMBL379808,ABSCISIC ACID,JLIDBLDQVAYHNE-LXGGSRJLSA-N,2
DTCC00424675,CHEMBL209670,GLYCYLLEUCYLPHENYLALANINE,TVUWMSBGMVAHSJ-KBPBESRZSA-N,2
DTCC00427697,CHEMBL1412,PIPERAZINE,GLUUGHFHXGJENI-UHFFFAOYSA-N,2
DTCC00428517,CHEMBL379630,D-PHENYLALANINE,COLNVLDHVKWLRT-MRVPVSSYSA-N,2
DTCC00431004,CHEMBL214381,DIPROTIN A,JNTMAZFVYNDPLB-PEDHHIEDSA-N,2
DTCC00433424,CHEMBL215226,GENETICIN,BRZYSWJRSDMWLG-DJWUNRQOSA-N,2
DTCC00436871,CHEMBL1423,PIMOZIDE,YVUQSNJEYSNKRX-UHFFFAOYSA-N,2
DTCC00437363,CHEMBL219916,DOMPERIDONE,FGXWKSZFVQUSTL-UHFFFAOYSA-N,2
DTCC00437364,CHEMBL1427,HYPOXANTHINE,FDGQSTZJBFJUBT-UHFFFAOYSA-N,2
DTCC00437710,CHEMBL374478,RIFAMPICIN,JQXXHWHPUNPDRT-WLSIYKJHSA-N,2
DTCC00437760,CHEMBL1428,NIMODIPINE,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,2
DTCC00437931,CHEMBL183,"1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]",FFBDFADSZUINTG-UHFFFAOYSA-N,2
DTCC00438001,CHEMBL184,ACYCLOVIR,MKUXAQIIEYXACX-UHFFFAOYSA-N,2
DTCC00438665,CHEMBL220492,TOPIRAMATE,KJADKKWYZYXHBB-XBWDGYHZSA-N,2
DTCC00440345,CHEMBL221753,BENZETHONIUM CHLORIDE,UREZNYTWGJKWBI-UHFFFAOYSA-M,2
DTCC00440378,CHEMBL221542,BETA-SITOSTEROL,KZJWDPNRJALLNS-VJSFXXLFSA-N,2
DTCC00440557,CHEMBL221137,EMBELIN,IRSFLDGTOHBADP-UHFFFAOYSA-N,2
DTCC00440753,CHEMBL185,FLUOROURACIL,GHASVSINZRGABV-UHFFFAOYSA-N,2
DTCC00441311,CHEMBL1430,PENICILLAMINE,VVNCNSJFMMFHPL-VKHMYHEASA-N,2
DTCC00441559,CHEMBL386007,MELEZITOSE,QWIZNVHXZXRPDR-WSCXOGSTSA-N,2
DTCC00442073,CHEMBL1432,"2,3-DIHYDROXYBENZOIC ACID",GLDQAMYCGOIJDV-UHFFFAOYSA-N,2
DTCC00442076,CHEMBL219828,DIBENZOTHIOPHENE,IYYZUPMFVPLQIF-UHFFFAOYSA-N,2
DTCC00443357,CHEMBL222824,SUCCINYLACETONE,WYEPBHZLDUPIOD-UHFFFAOYSA-N,2
DTCC00444069,CHEMBL374975,FUSIDIC ACID,IECPWNUMDGFDKC-MZJAQBGESA-N,2
DTCC00444361,CHEMBL439496,VERATRIDINE,FVECELJHCSPHKY-YFUMOZOISA-N,2
DTCC00444362,CHEMBL222863,OUABAIN,LPMXVESGRSUGHW-HBYQJFLCSA-N,2
DTCC00444460,CHEMBL1437,NOREPINEPHRINE,SFLSHLFXELFNJZ-QMMMGPOBSA-N,2
DTCC00445280,CHEMBL388848,ISORESERPINE,QEVHRUUCFGRFIF-VPHNHGCZSA-N,2
DTCC00445307,CHEMBL225164,CLOXYQUIN,CTQMJYWDVABFRZ-UHFFFAOYSA-N,2
DTCC00445328,CHEMBL224325,CHLORQUINALDOL,GPTXWRGISTZRIO-UHFFFAOYSA-N,2
DTCC00445342,CHEMBL223448,BROXYQUINOLINE,ZDASUJMDVPTNTF-UHFFFAOYSA-N,2
DTCC00445366,CHEMBL1441,ETHIONAMIDE,AEOCXXJPGCBFJA-UHFFFAOYSA-N,2
DTCC00445374,CHEMBL376180,AMINOPTERIN,TVZGACDUOSZQKY-LBPRGKRZSA-N,2
DTCC00445397,CHEMBL389621,HYDROCORTISONE,JYGXADMDTFJGBT-VWUMJDOOSA-N,2
DTCC00446257,CHEMBL224146,ACETOSYRINGONE,OJOBTAOGJIWAGB-UHFFFAOYSA-N,2
DTCC00447166,CHEMBL225111,LANOSTEROL,CAHGCLMLTWQZNJ-BQNIITSRSA-N,2
DTCC00448002,CHEMBL227934,STRYCHNINE,QMGVPVSNSZLJIA-FVWCLLPLSA-N,2
DTCC00448054,CHEMBL227744,N (G)-NITRO-L-ARGININE,MRAUNPAHJZDYCK-BYPYZUCNSA-N,2
DTCC00448834,CHEMBL263094,CARMINIC ACID,DGQLVPJVXFOQEV-JNVSTXMASA-N,2
DTCC00448836,CHEMBL224128,20-HYDROXYECDYSONE,NKDFYOWSKOHCCO-YPVLXUMRSA-N,2
DTCC00448869,CHEMBL1450,ATOVAQUONE,KUCQYCKVKVOKAY-CTYIDZIISA-N,2
DTCC00449510,CHEMBL226345,ADENINE,GFFGJBXGBJISGV-UHFFFAOYSA-N,2
DTCC00449756,CHEMBL388342,BOLDINE,LZJRNLRASBVRRX-ZDUSSCGKSA-N,2
DTCC00450653,CHEMBL229128,MEPHENESIN,JWDYCNIAQWPBHD-UHFFFAOYSA-N,2
DTCC00450707,CHEMBL387559,ELAIDYLPHOSPHOCHOLINE,SLVOKEOPLJCHCQ-OUKQBFOZSA-N,2
DTCC00451503,CHEMBL229908,LIQUIRITIGENIN DIMETHYL ETHER,YAEYGSBLDUIDTP-UHFFFAOYSA-N,2
DTCC00451716,CHEMBL229383,NYSTATIN,VQOXZBDYSJBXMA-VHFLTRTASA-N,2
DTCC00451747,CHEMBL390937,ACETYLTRYPTOPHANAMIDE,HNGIZKAMDMBRKJ-LBPRGKRZSA-N,2
DTCC00451754,CHEMBL1451,TRIAMCINOLONE,GFNANZIMVAIWHM-OBYCQNJPSA-N,2
DTCC00451755,CHEMBL190,THEOPHYLLINE,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,2
DTCC00452896,CHEMBL227075,DIHYDROTANSHINONE I,HARGZZNYNSYSGJ-JTQLQIEISA-N,2
DTCC00454799,CHEMBL228792,KINETIN,QANMHLXAZMSUEX-UHFFFAOYSA-N,2
DTCC00455925,CHEMBL242273,SAFROLE,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,2
DTCC00455954,CHEMBL1455,ALTRETAMINE,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,2
DTCC00456283,CHEMBL245019,MIZORIBINE,HZQDCMWJEBCWBR-UUOKFMHZSA-N,2
DTCC00456421,CHEMBL446452,ARUNDINE,VFTRKSBEFQDZKX-UHFFFAOYSA-N,2
DTCC00458963,CHEMBL242580,CICLOPIROX OLAMINE,MBRHNTMUYWQHMR-UHFFFAOYSA-N,2
DTCC00459096,CHEMBL244743,ESCULETIN,ILEDWLMCKZNDJK-UHFFFAOYSA-N,2
DTCC00459098,CHEMBL244948,DAPHNETIN,ATEFPOUAMCWAQS-UHFFFAOYSA-N,2
DTCC00459231,CHEMBL395990,RHOIFOLIN,RPMNUQRUHXIGHK-PYXJVEIZSA-N,2
DTCC00460076,CHEMBL242948,L-CARNOSINE,CQOVPNPJLQNMDC-ZETCQYMHSA-N,2
DTCC00460119,CHEMBL242341,FORMONONETIN,HKQYGTCOTHHOMP-UHFFFAOYSA-N,2
DTCC00460129,CHEMBL245067,PHLORIZIN,IOUVKUPGCMBWBT-QNDFHXLGSA-N,2
DTCC00460344,CHEMBL1461,GENTISIC ACID,WXTMDXOMEHJXQO-UHFFFAOYSA-N,2
DTCC00460682,CHEMBL241858,ONONETIN,XHBZOAYMBBUURD-UHFFFAOYSA-N,2
DTCC00462051,CHEMBL231884,DIOSMIN,GZSOSUNBTXMUFQ-YFAPSIMESA-N,2
DTCC00462727,CHEMBL1464,WARFARIN,PJVWKTKQMONHTI-UHFFFAOYSA-N,2
DTCC00462777,CHEMBL1466,DICUMAROL,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,2
DTCC00463996,CHEMBL1467,ALLOPURINOL,OFCNXPDARWKPPY-UHFFFAOYSA-N,2
DTCC00464291,CHEMBL232202,ARBUTIN,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,2
DTCC00466117,CHEMBL1469,PHENYLBUTANOIC ACID,OBKXEAXTFZPCHS-UHFFFAOYSA-N,2
DTCC00466778,CHEMBL238188,OSAJIN,DCTLJGWMHPGCOS-UHFFFAOYSA-N,2
DTCC00467102,CHEMBL235672,LINALOOL (+),CDOSHBSSFJOMGT-JTQLQIEISA-N,2
DTCC00467103,CHEMBL236687,PERILLYL ALCOHOL,NDTYTMIUWGWIMO-SNVBAGLBSA-N,2
DTCC00470391,CHEMBL1475,TRIOXSALEN,FMHHVULEAZTJMA-UHFFFAOYSA-N,2
DTCC00472215,CHEMBL1478,LITHOCHOLIC ACID,SMEROWZSTRWXGI-HVATVPOCSA-N,2
DTCC00472218,CHEMBL240597,CHENODIOL,RUDATBOHQWOJDD-BSWAIDMHSA-N,2
DTCC00472761,CHEMBL1479,DANAZOL,POZRVZJJTULAOH-LHZXLZLDSA-N,2
DTCC00473933,CHEMBL240963,LAWSONE,CSFWPUWCSPOLJW-UHFFFAOYSA-N,2
DTCC00474063,CHEMBL1483,ALBENDAZOLE,HXHWSAZORRCQMX-UHFFFAOYSA-N,2
DTCC00474343,CHEMBL393417,DEGUELIN,ORDAZKGHSNRHTD-UXHICEINSA-N,2
DTCC00474373,CHEMBL396671,HOMOPTEROCARPIN,VPGIGLKLCFOWDN-YOEHRIQHSA-N,2
DTCC00474598,CHEMBL241694,ETHISTERONE,CHNXZKVNWQUJIB-CEGNMAFCSA-N,2
DTCC00474618,CHEMBL247484,TRICETIN,ARSRJFRKVXALTF-UHFFFAOYSA-N,2
DTCC00475623,CHEMBL248095,SINOMENINE,INYYVPJSBIVGPH-QHRIQVFBSA-N,2
DTCC00478283,CHEMBL247378,7-NITROINDAZOLE,PQCAUHUKTBHUSA-UHFFFAOYSA-N,2
DTCC00484776,CHEMBL1489,AZACITIDINE,NMUSYJAQQFHJEW-KVTDHHQDSA-N,2
DTCC00484785,CHEMBL399510,BROMOPRIDE,GIYAQDDTCWHPPL-UHFFFAOYSA-N,2
DTCC00484872,CHEMBL399910,PINOCEMBRIN,URFCJEUYXNAHFI-ZDUSSCGKSA-N,2
DTCC00485486,CHEMBL252059,FILIPIN,IMQSIXYSKPIGPD-YQRUMEKGSA-N,2
DTCC00485511,CHEMBL399873,UVAOL,XUARCIYIVXVTAE-ZAPOICBTSA-N,2
DTCC00485515,CHEMBL252364,STIGMASTANOL,LGJMUZUPVCAVPU-HRJGVYIJSA-N,2
DTCC00485516,CHEMBL400247,STIGMASTEROL,HCXVJBMSMIARIN-PHZDYDNGSA-N,2
DTCC00485537,CHEMBL1497,BETAMETHASONE VALERATE,SNHRLVCMMWUAJD-SUYDQAKGSA-N,2
DTCC00485552,CHEMBL398440,CHLOROXYLENOL,OSDLLIBGSJNGJE-UHFFFAOYSA-N,2
DTCC00485637,CHEMBL1501,FLUOCINONIDE,WJOHZNCJWYWUJD-IUGZLZTKSA-N,2
DTCC00485677,CHEMBL1502,PANTOPRAZOLE,IQPSEEYGBUAQFF-UHFFFAOYSA-N,2
DTCC00485699,CHEMBL1504,TRIAMCINOLONE ACETONIDE,YNDXUCZADRHECN-JNQJZLCISA-N,2
DTCC00486029,CHEMBL251280,ALPHA-HUMULONE,FAMPSKZZVDUYOS-HRGUGZIWSA-N,2
DTCC00486403,CHEMBL251433,MIMOSINE,WZNJWVWKTVETCG-UHFFFAOYSA-N,2
DTCC00486604,CHEMBL251680,COUMAPHOS,BXNANOICGRISHX-UHFFFAOYSA-N,2
DTCC00486758,CHEMBL1505,ALMOTRIPTAN,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,2
DTCC00486793,CHEMBL1511,ESTRADIOL VALERATE,RSEPBGGWRJCQGY-RBRWEJTLSA-N,2
DTCC00486813,CHEMBL1512,FLUNISOLIDE,XSFJVAJPIHIPKU-XWCQMRHXSA-N,2
DTCC00486818,CHEMBL1513,IRBESARTAN,YOSHYTLCDANDAN-UHFFFAOYSA-N,2
DTCC00486838,CHEMBL1515,METHIMAZOLE,PMRYVIKBURPHAH-UHFFFAOYSA-N,2
DTCC00486898,CHEMBL1517,OXYTETRACYCLINE,IWVCMVBTMGNXQD-PXOLEDIWSA-N,2
DTCC00486945,CHEMBL1518,PROPYLTHIOURACIL,KNAHARQHSZJURB-UHFFFAOYSA-N,2
DTCC00487021,CHEMBL253551,FRAXIDIN METHYL ETHER,RAYQKHLZHPFYEJ-UHFFFAOYSA-N,2
DTCC00487026,CHEMBL1519,TRANDOLAPRIL,VXFJYXUZANRPDJ-WTNASJBWSA-N,2
DTCC00487047,CHEMBL399121,HESPERETIN,AIONOLUJZLIMTK-AWEZNQCLSA-N,2
DTCC00487104,CHEMBL412010,DERRUBONE,FTBGFGQPUMCUSC-UHFFFAOYSA-N,2
DTCC00487105,CHEMBL252721,DERRUSTONE,IMPPSJRGMZYGJW-UHFFFAOYSA-N,2
DTCC00487106,CHEMBL252722,ROBUSTONE,KGSSUTVUTPLSQW-UHFFFAOYSA-N,2
DTCC00487107,CHEMBL400777,ROBUSTIC ACID,MBZKDBQDALOSRP-UHFFFAOYSA-N,2
DTCC00487111,CHEMBL400092,LYCORINE,XGVJWXAYKUHDOO-DANNLKNASA-N,2
DTCC00491320,CHEMBL403272,4-NAPHTHALIMIDOBUTYRIC ACID,ZHXRDXTYPCPBTI-UHFFFAOYSA-N,2
DTCC00493643,CHEMBL406819,IMIDACLOPRID,YWTYJOPNNQFBPC-UHFFFAOYSA-N,2
DTCC00494003,CHEMBL1534,RIBOFLAVIN,AUNGANRZJHBGPY-SCRDCRAPSA-N,2
DTCC00494879,CHEMBL261772,MECLOCYCLINE SULFOSALICYLATE,FYSVKUUNXYGFLA-CCHMMTNSSA-N,2
DTCC00495633,CHEMBL1542,AZATHIOPRINE,LMEKQMALGUDUQG-UHFFFAOYSA-N,2
DTCC00495724,CHEMBL411066,KINETIN RIBOSIDE,CAGLGYNQQSIUGX-SDBHATRESA-N,2
DTCC00496629,CHEMBL1543,GLUTATHIONE,RWSXRVCMGQZWBV-WDSKDSINSA-N,2
DTCC00499628,CHEMBL272485,DIBUTYL PHTHALATE,DOIRQSBPFJWKBE-UHFFFAOYSA-N,2
DTCC00502999,CHEMBL273019,BERGENIN,YWJXCIXBAKGUKZ-HJJNZUOJSA-N,2
DTCC00504175,CHEMBL259254,ALPHA-SANTONIN,XJHDMGJURBVLLE-BOCCBSBMSA-N,2
DTCC00505289,CHEMBL272195,EPIANDROSTERONE,QGXBDMJGAMFCBF-LUJOEAJASA-N,2
DTCC00505325,CHEMBL1551,URSODIOL,RUDATBOHQWOJDD-UZVSRGJWSA-N,2
DTCC00505387,CHEMBL406393,DEOXYCHOLIC ACID,KXGVEGMKQFWNSR-LLQZFEROSA-N,2
DTCC00505506,CHEMBL429432,URSOCHOLANIC ACID,RPKLZQLYODPWTM-LVVAJZGHSA-N,2
DTCC00505741,CHEMBL454431,METHYL ORSELLINATE,NCCWCZLEACWJIN-UHFFFAOYSA-N,2
DTCC00505762,CHEMBL513116,N-AMINOHEXYL-5-CHLORO-1-NAPTHALENESULFONAMIDE HYDROCHLORIDE,OMMOSRLIFSCDBL-UHFFFAOYSA-N,2
DTCC00505799,CHEMBL485792,2-METHOXYRESORCINOL,QFYYAIBEHOEZKC-UHFFFAOYSA-N,2
DTCC00505831,CHEMBL487182,TETRAHYDROPALMATINE,AEQDJSLRWYMAQI-KRWDZBQOSA-N,2
DTCC00505909,CHEMBL520897,TRIADIMEFON,WURBVZBTWMNKQT-UHFFFAOYSA-N,2
DTCC00505925,CHEMBL485980,BUCLADESINE,CJGYSWNGNKCJSB-YVLZZHOMSA-N,2
DTCC00505989,CHEMBL487187,THIOPHANATE METHYL,QGHREAKMXXNCOA-UHFFFAOYSA-N,2
DTCC00506048,CHEMBL449317,HESPERIDIN,QUQPHWDTPGMPEX-QJBIFVCTSA-N,2
DTCC00506222,CHEMBL463210,CHLORPYRIFOS,SBPBAQFWLVIOKP-UHFFFAOYSA-N,2
DTCC00506224,CHEMBL446060,PROPOXUR,ISRUGXGCCGIOQO-UHFFFAOYSA-N,2
DTCC00506236,CHEMBL465018,BENDIOCARB,XEGGRYVFLWGFHI-UHFFFAOYSA-N,2
DTCC00506283,CHEMBL462997,SALICIN,NGFMICBWJRZIBI-UJPOAAIJSA-N,2
DTCC00506386,CHEMBL196,ASCORBATE,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,2
DTCC00506459,CHEMBL451532,NARINGIN,DFPMSGMNTNDNHN-ZPHOTFPESA-N,2
DTCC00506813,CHEMBL485998,FRIEDELINE,OFMXGFHWLZPCFL-SVRPQWSVSA-N,2
DTCC00506855,CHEMBL453805,PENTOSALEN,OLOOJGVNMBJLLR-UHFFFAOYSA-N,2
DTCC00506867,CHEMBL1556,INOSINE,UGQMRVRMYYASKQ-KQYNXXCUSA-N,2
DTCC00506911,CHEMBL503938,EUPARIN,OPUFDNZTKHPZHM-UHFFFAOYSA-N,2
DTCC00506914,CHEMBL443462,DEMETHYLENCECALIN,SVUVYHFYZBCYRF-UHFFFAOYSA-N,2
DTCC00506949,CHEMBL1558,PRAZOSIN HYDROCHLORIDE,WFXFYZULCQKPIP-UHFFFAOYSA-N,2
DTCC00506952,CHEMBL455098,BETA-AMYRIN,JFSHUTJDVKUMTJ-QHPUVITPSA-N,2
DTCC00506974,CHEMBL501109,QUEBRACHITOL,DSCFFEYYQKSRSV-FIZWYUIZSA-N,2
DTCC00507058,CHEMBL463212,VULPINIC ACID,OMZRMXULWNMRAE-BMRADRMJSA-N,2
DTCC00507120,CHEMBL1559,MICONAZOLE NITRATE,MCCACAIVAXEFAL-UHFFFAOYSA-N,2
DTCC00507377,CHEMBL1560,CAPTOPRIL,FAKRSMQSSFJEIM-RQJHMYQMSA-N,2
DTCC00507456,CHEMBL521035,MONOCROTALINE,QVCMHGGNRFRMAD-XFGHUUIASA-N,2
DTCC00507486,CHEMBL486816,HARMALOL HYDROCHLORIDE,BSWAWVOHMZNXOS-UHFFFAOYSA-N,2
DTCC00507520,CHEMBL487402,EUPATORIN,KLAOKWJLUQKWIF-UHFFFAOYSA-N,2
DTCC00507528,CHEMBL487602,TOTAROL,ZRVDANDJSTYELM-FXAWDEMLSA-N,2
DTCC00507541,CHEMBL452630,ANETHOLE,RUVINXPYWBROJD-ONEGZZNKSA-N,2
DTCC00507546,CHEMBL487603,ISOSAFROLE,VHVOLFRBFDOUSH-NSCUHMNNSA-N,2
DTCC00507583,CHEMBL445740,BETA-CARYOPHYLLENE,NPNUFJAVOOONJE-GFUGXAQUSA-N,2
DTCC00507621,CHEMBL453292,METHYL COCLAURINE,BOKVLBSSPUTWLV-UHFFFAOYSA-N,2
DTCC00507627,CHEMBL454067,18ALPHA-GLYCYRRHETINIC ACID,MPDGHEJMBKOTSU-PMTKVOBESA-N,2
DTCC00507781,CHEMBL459397,LUPININE,HDVAWXXJVMJBAR-VHSXEESVSA-N,2
DTCC00507863,CHEMBL480500,DELTALINE,DTTPWCNKTMQMTE-DZZCPBQSSA-N,2
DTCC00507948,CHEMBL1561,MIGLITOL,IBAQFPQHRJAVAV-ULAWRXDQSA-N,2
DTCC00508086,CHEMBL487014,IRIDIN,LNQCUTNLHUQZLR-OZJWLQQPSA-N,2
DTCC00508143,CHEMBL486822,ACETYL OLEANOLIC ACID,RIXNFYQZWDGQAE-DFHVBEEKSA-N,2
DTCC00508447,CHEMBL460656,NILOTICIN,GKQMMZUXYRXFOH-VRUJEOEASA-N,2
DTCC00508696,CHEMBL447878,N-ACETYLGLUCOSAMINE ,OVRNDRQMDRJTHS-FMDGEEDCSA-N,2
