compound_id,standard_inchi_key,compound_name,bioactivities
CHEMBL1557,CTENFNNZBMHDDG-UHFFFAOYSA-N,DOPAMINE HYDROCHLORIDE,2
CHEMBL225164,CTQMJYWDVABFRZ-UHFFFAOYSA-N,CLOXYQUIN,2
CHEMBL1068,CTRLABGOLIVAIY-UHFFFAOYSA-N,OXCARBAZEPINE,2
CHEMBL3039353,CUJHOPQCBJBWQL-GJGRSQDYSA-N,DEOXYANDIROBIN,2
CHEMBL1200792,CUXQPMGPJPHNFO-UHFFFAOYSA-N,FLUPHENAZINE HYDROCHLORIDE,2
CHEMBL310671,CVHZOJJKTDOEJC-UHFFFAOYSA-N,SACCHARIN,2
CHEMBL2332640,CVKZWRTYHCDWTE-RSEFXUKDSA-N,HECOGENIN ACETATE,2
CHEMBL1213139,CVXGFPPAIUELDV-UHFFFAOYSA-N,PHENACYLAMINE HYDROCHLORIDE,2
CHEMBL3039405,CWCXONZIEDNVKI-PQBTTZHESA-N,BROMO-3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE GAMMA-LACTONE,2
CHEMBL104560,CWJSHJJYOPWUGX-UHFFFAOYSA-N,CHLORPROPHAM,2
CHEMBL284616,CWVRJTMFETXNAD-JUHZACGLSA-N,CHLOROGENIC ACID,2
CHEMBL1231530,CWXYHOHYCJXYFQ-UHFFFAOYSA-N,BETAMIPRON,2
CHEMBL1201024,CXYRUNPLKGGUJF-XKTSLVMZSA-M,METHSCOPOLAMINE BROMIDE,2
CHEMBL3138725,CZADSKBJSXZLIB-CZVIMANZSA-M,,2
CHEMBL552941,CZCIKBSVHDNIDH-NSHDSACASA-N,ABRINE,2
CHEMBL3138680,CZCROZIJKBXZDP-HSNXTXBWSA-N,,2
CHEMBL316157,CZTQZXZIADLWOZ-CRAIPNDOSA-N,CEPHALORIDINE,2
CHEMBL243664,DANYIYRPLHHOCZ-UHFFFAOYSA-N,ACACETIN,2
CHEMBL3039113,DATAGRPVKZEWHA-YFKPBYRVSA-N,THEANINE,2
CHEMBL118903,DAUAQNGYDSHRET-UHFFFAOYSA-N,VERATRIC ACID,2
CHEMBL897,DBABZHXKTCFAPX-UHFFFAOYSA-N,PROBENECID,2
CHEMBL1200927,DBAKFASWICGISY-DASCVMRKSA-N,DEXCHLORPHENIRAMINE MALEATE,2
CHEMBL1062,DBPWSSGDRRHUNT-CEGNMAFCSA-N,HYDROXYPROGESTERONE,2
CHEMBL2163790,DBUCFOVFALNEOO-HWBIYQLFSA-N,CEVADINE,2
CHEMBL238188,DCTLJGWMHPGCOS-UHFFFAOYSA-N,OSAJIN,2
CHEMBL71752,DDNCQMVWWZOMLN-IRLDBZIGSA-N,VINPOCETINE,2
CHEMBL65567,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CREATININE,2
CHEMBL350343,DDSFKIFGAPZBSR-UHFFFAOYSA-N,DIPLOSALSALATE,2
CHEMBL562,DDUHZTYCFQRHIY-RBHXEPJQSA-N,GRISEOFULVIN,2
CHEMBL1201049,DDXORDQKGIZAME-UHFFFAOYSA-N,ECONAZOLE NITRATE,2
CHEMBL172064,DECIPOUIJURFOJ-UHFFFAOYSA-N,E324,2
CHEMBL1973733,DEGAKNSWVGKMLS-UHFFFAOYSA-N,OFTASCEINE,2
CHEMBL43064,DERZBLKQOCDDDZ-JLHYYAGUSA-N,CINNARIZINE,2
CHEMBL3039219,DEUFHKWBUJBCRS-UHFFFAOYSA-N,RHODOMYRTOXIN,2
CHEMBL44072,DFBKLUNHFCTMDC-UHFFFAOYSA-N,ENDRIN,2
CHEMBL754,DFHAXXVZCFXGOQ-UHFFFAOYSA-K,FOSCARNET SODIUM,2
CHEMBL140796,DFMAXQKDIGCMTL-UHFFFAOYSA-N,ISOPIMPINELLIN,2
CHEMBL451532,DFPMSGMNTNDNHN-ZPHOTFPESA-N,NARINGIN,2
CHEMBL1438439,DFURNQJNFBMYHM-UHFFFAOYSA-N,IRIGENOL,2
CHEMBL316561,DGMKFQYCZXERLX-UHFFFAOYSA-N,PROGLUMIDE,2
CHEMBL1358289,DGNLGWJZZZOYPT-UHFFFAOYSA-N,N- (3-TRIFLUOROMETHYLPHENYL)PIPERAZINE HYDROCHLORIDE (TFMPP),2
CHEMBL263094,DGQLVPJVXFOQEV-JNVSTXMASA-N,CARMINIC ACID,2
CHEMBL1329029,DGQOCLATAPFASR-UHFFFAOYSA-N,TETROQUINONE,2
CHEMBL1332204,DGXLEDCXMIJNPJ-UHFFFAOYSA-N,ARTHONIOIC ACID,2
CHEMBL48449,DHZBEENLJMYSHQ-XCVPVQRUSA-N,CANTHARIDIN,2
CHEMBL1436035,DIAOGWYBBJCPAD-UHFFFAOYSA-N,BISANHYDRORUTILANTINONE,2
CHEMBL1706,DJDFFEBSKJCGHC-UHFFFAOYSA-N,NAPHAZOLINE HYDROCHLORIDE,2
CHEMBL7941,DJDRQIXLFYUYAA-RTWAWAEBSA-N,ISOROTENONE,2
CHEMBL487894,DJGAAPFSPWAYTJ-UHFFFAOYSA-M,DIPYRONE SODIUM,2
CHEMBL1489988,DKDILZBBFKZMRO-UHFFFAOYSA-N,N-HISTIDYL-2-AMINONAPHTHALENE (BETANA),2
CHEMBL267930,DKGZKTPJOSAWFA-UHFFFAOYSA-N,SPIPERONE,2
CHEMBL571,DKYWVDODHFEZIM-UHFFFAOYSA-N,KETOPROFEN,2
CHEMBL1452868,DLCJNIBLOSKIQW-UHFFFAOYSA-N,SPHONDIN,2
CHEMBL1374504,DLCVFIMWFKVRTM-UHFFFAOYSA-N,"""DALBERGIONE, 4-METHOXY-4'-HYDROXY-""",2
CHEMBL513,DLGOEMSEDOSKAD-UHFFFAOYSA-N,CARMUSTINE,2
CHEMBL136560,DLNKOYKMWOXYQA-CBAPKCEASA-N,"""(1R,2S)-PHENYLPROPANOLAMINE""",2
CHEMBL1517651,DLNQCQJCIITVHC-UHFFFAOYSA-N,HYDRASTININE HYDROCHLORIDE,2
CHEMBL1374986,DMCJLRGWPYVYCQ-MDZDMXLPSA-N,BISSALICYL FUMARATE,2
CHEMBL1763,DMDGGSIALPNSEE-UHFFFAOYSA-N,HYDROFLUMETHIAZIDE,2
CHEMBL58835,DMLAVOWQYNRWNQ-BUHFOSPRSA-N,AZOBENZENE,2
CHEMBL3084486,DNAGSRDCXSVFLX-QDMKHBRRSA-N,N-BENZYLTROPAN-4-OL,2
CHEMBL1080142,DNFJSIPZGYBGON-JCLAUGGVSA-N,MEXICANOLIDE,2
CHEMBL1200709,DNTGGZPQPQTDQF-XBXARRHUSA-N,CROTAMITON,2
CHEMBL1232562,DNVPQKQSNYMLRS-APGDWVJJSA-N,ERGOSTEROL,2
CHEMBL1405,DNXHEGUUPJUMQT-CBZIJGRNSA-N,ESTRONE,2
CHEMBL3039146,DNXWUWRYEBKICC-GQCTYLIASA-N,2-PROPYL-3-HYDROXYETHYLENEPYRAN-4-ONE,2
CHEMBL1466,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,DICUMAROL,2
CHEMBL1332314,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,DISULFOTON,2
CHEMBL272485,DOIRQSBPFJWKBE-UHFFFAOYSA-N,DIBUTYL PHTHALATE,2
CHEMBL1200848,DOMWKUIIPQCAJU-LJHIYBGHSA-N,HYDROXYPROGESTERONE CAPROATE,2
CHEMBL1280,DOQPXTMNIUCOSY-UHFFFAOYSA-N,VERAPAMIL HYDROCHLORIDE,2
CHEMBL324842,DOUMFZQKYFQNTF-WUTVXBCWSA-N,ROSMARINIC ACID,2
CHEMBL370252,DPSPPJIUMHPXMA-UHFFFAOYSA-N,FLUMEQUINE,2
CHEMBL856,DQMZLTXERSFNPB-UHFFFAOYSA-N,PRIMIDONE,2
CHEMBL1556914,DQWQITFUWFBXON-UHFFFAOYSA-N,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,2
CHEMBL45,DRLFMBDRBRZALE-UHFFFAOYSA-N,MELATONIN,2
CHEMBL501109,DSCFFEYYQKSRSV-FIZWYUIZSA-N,QUEBRACHITOL,2
CHEMBL1232958,DSLZVSRJTYRBFB-DUHBMQHGSA-N,MUCIC ACID,2
CHEMBL3039021,DTFARBHXORYQBF-XHEPWMPHSA-N,DIHYDROROTENONE,2
CHEMBL1415085,DTNGBIGBPPPNNB-UHFFFAOYSA-N,PEUCENIN,2
CHEMBL144673,DTOUUUZOYKYHEP-UHFFFAOYSA-N,HEXETIDINE,2
CHEMBL480500,DTTPWCNKTMQMTE-DZZCPBQSSA-N,DELTALINE,2
CHEMBL3039091,DUECABXXAMFFBH-CYBMUJFWSA-N,OBLIQUIN,2
CHEMBL416081,DUEPRVBVGDRKAG-UHFFFAOYSA-N,CARBOFURAN,2
CHEMBL2227773,DUIBXZLCROUOFD-UHFFFAOYSA-N,BAEOMYCESIC ACID,2
CHEMBL6995,DURULFYMVIFBIR-UHFFFAOYSA-N,PRACTOLOL,2
CHEMBL142130,DUSHUSLJJMDGTE-ZJPMUUANSA-N,CYPROTERONE,2
CHEMBL445978,DUXQKCCELUKXOE-CBBZIXHGSA-N,PECTOLINARIN,2
CHEMBL1321008,DVEYBSZJQZPNLT-UHFFFAOYSA-N,STROBANE,2
CHEMBL3138659,DVZQTPMQQXAHSQ-YXCQRQMQSA-N,,2
CHEMBL539313,DWOIUCRHVWIHAH-UHFFFAOYSA-N,EFAROXAN HYDROCHLORIDE,2
CHEMBL129795,DXDRHHKMWQZJHT-FPYGCLRLSA-N,ISOLIQUIRITIGENIN,2
CHEMBL1625,DXGLGDHPHMLXJC-UHFFFAOYSA-N,OXYBENZONE,2
CHEMBL11608,DZGWFCGJZKJUFP-UHFFFAOYSA-N,TYRAMINE,2
CHEMBL54170,DZTHIGRZJZPRDV-LBPRGKRZSA-N,ACETYLTRYPTOPHAN,2
CHEMBL1560,FAKRSMQSSFJEIM-RQJHMYQMSA-N,CAPTOPRIL,2
CHEMBL251280,FAMPSKZZVDUYOS-HRGUGZIWSA-N,ALPHA-HUMULONE,2
CHEMBL1200600,FAOZLTXFLGPHNG-KNAQIMQKSA-N,FLUOROMETHOLONE,2
CHEMBL332524,FAPSXSAPXXJTOU-UHFFFAOYSA-L,HEXAMETHONIUM BROMIDE,2
CHEMBL450288,FBUBVLUPUDBFME-UHFFFAOYSA-N,XANTHOXYLIN,2
CHEMBL312535,FBZONXHGGPHHIY-UHFFFAOYSA-N,XANTHURENATE,2
CHEMBL2074705,FDCINQSOYQUNKB-XVYLQWLCSA-N,ANDROSTERONE ACETATE,2
CHEMBL21,FDDDEECHVMSUSB-UHFFFAOYSA-N,SULFANILAMIDE,2
CHEMBL1083385,FDEODCTUSIWGLK-RSAXXLAASA-N,CLOPIDOGREL BISULFATE,2
CHEMBL1329881,FDGHZUQYDACRTA-UHFFFAOYSA-N,"""CHAULMOOGRIC ACID, ETHYL ESTER""",2
CHEMBL1427,FDGQSTZJBFJUBT-UHFFFAOYSA-N,HYPOXANTHINE,2
CHEMBL476,FDKXTQMXEQVLRF-ZHACJKMWSA-N,DACARBAZINE,2
CHEMBL3039097,FDYFHDKFDSGDKM-MGPZMBRGSA-N,"""18-AMINOABIETA-8,11,13-TRIENE SULFATE""",2
CHEMBL3138720,FEGCPHIPSRBREU-HVATVPOCSA-N,,2
CHEMBL95203,FEGVSPGUHMGGBO-VOTSOKGWSA-N,COUMARINIC ACID METHYL ETHER,2
CHEMBL1095566,FEIQOMCWGDNMHM-KBXRYBNXSA-N,JUAREZIC ACID,2
CHEMBL333714,FEWJPZIEWOKRBE-UHFFFAOYSA-N,CADAVERINE TARTRATE,2
CHEMBL183,FFBDFADSZUINTG-UHFFFAOYSA-N,"""1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]""",2
CHEMBL108,FFGPTBGBLSHEPO-UHFFFAOYSA-N,CARBAMAZEPINE,2
CHEMBL1165268,FFINMCNLQNTKLU-UHFFFAOYSA-N,IODIPAMIDE,2
CHEMBL287275,FFKUDWZICMJVPA-UHFFFAOYSA-N,FOSFOSAL,2
CHEMBL1531864,FFNMBRCFFADNAO-UHFFFAOYSA-N,PIRENZEPINE HYDROCHLORIDE,2
CHEMBL42624,FFWOKTFYGVYKIR-UHFFFAOYSA-N,PHYSCION,2
CHEMBL1416006,FGANMDNHTVJAHL-UHFFFAOYSA-N,EVOXINE,2
CHEMBL1256362,FGNUNVVTHHKDAM-UHFFFAOYSA-N,GUVACINE HYDROCHLORIDE,2
CHEMBL219916,FGXWKSZFVQUSTL-UHFFFAOYSA-N,DOMPERIDONE,2
CHEMBL347036,FHIKZROVIDCMJA-UHFFFAOYSA-N,PROADIFEN HYDROCHLORIDE,2
CHEMBL3039205,FHUDRDSKZQDCBC-UHFFFAOYSA-N,1-PHENYLBIGUANIDE HYDROCHLORIDE,2
CHEMBL1200430,FHXBMXJMKMWVRG-SLHNCBLASA-N,ESTRADIOL ACETATE,2
CHEMBL1256849,FIKFLLIUPUVONI-UHFFFAOYSA-N,FENSPIRIDE HYDROCHLORIDE,2
CHEMBL1256131,FIVHOHCAXWQPGC-UHFFFAOYSA-N,CENTROPHENOXINE HYDROCHLORIDE,2
CHEMBL1611,FJPYVLNWWICYDW-UHFFFAOYSA-M,PHENYTOIN SODIUM,2
CHEMBL1520512,FLEXCYTURSFUNC-UHFFFAOYSA-N,DEHYDROVARIABILIN,2
CHEMBL1200523,FLKYBGKDCCEQQM-WYUVZMMLSA-M,CEFAZOLIN SODIUM,2
CHEMBL1075814,FLMSQRUGSHIKCT-DDZQJACLSA-N,SARMENTOGENIN,2
CHEMBL19,FLOSMHQXBMRNHR-QPJJXVBHSA-N,METHAZOLAMIDE,2
CHEMBL3039083,FLRUCNJMPLRHQE-MYAXKPMNSA-N,HYDROLYSIS PRODUCT OF BUSSEIN,2
CHEMBL1475,FMHHVULEAZTJMA-UHFFFAOYSA-N,TRIOXSALEN,2
CHEMBL33086,FMKJUUQOYOHLTF-OWOJBTEDSA-N,T-4-AMINOCROTONIC ACID (TACA),2
CHEMBL31184,FMMWHPNWAFZXNH-UHFFFAOYSA-N,BENZO[DEF]CHRYSENE,2
CHEMBL3039396,FMOKUKPRJSMPOI-UHFFFAOYSA-N,PELLETIERINE HYDROCHLORIDE,2
CHEMBL3039053,FMZYZILCSUARND-ZENOOKHLSA-N,"""12-METHOXY-4,4-BISNOR-5ALPHA-8,11,13-PODOCARPATRIEN-3-OL""",2
CHEMBL3138674,FNPKDGLFTJWSTP-LRBJSUFQSA-N,,2
CHEMBL1905986,FNWNGQGTFICQJU-UHFFFAOYSA-N,ORTHOTHYMOTINIC ACID,2
CHEMBL585,FNYLWPVRPXGIIP-UHFFFAOYSA-N,TRIAMTERENE,2
CHEMBL3039431,FNZSVEHJZREFPF-SSDOTTSWSA-N,NONIC ACID,2
CHEMBL671,FOCVUCIESVLUNU-UHFFFAOYSA-N,THIOTEPA,2
CHEMBL203246,FOGVEGOCFNSSHQ-UHFFFAOYSA-N,,2
CHEMBL986,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,RETINOL,2
CHEMBL152665,FPOQLQZHRCEVOT-UHFFFAOYSA-N,PHENYLACETOHYDROXAMIC ACID,2
CHEMBL465161,FPUXKXIZEIDQKW-VKMVSBOZSA-N,GINKGOLIDE A,2
CHEMBL1651,FPVRUILUEYSIMD-RPRRAYFGSA-N,DEXAMETHASONE ACETATE,2
CHEMBL25424,FQTLCLSUCSAZDY-SDNWHVSQSA-N,NEROLIDOL,2
CHEMBL786,FQZYTYWMLGAPFJ-OQKDUQJOSA-N,TAMOXIFEN CITRATE,2
CHEMBL194400,FRCCEHPWNOQAEU-UHFFFAOYSA-N,HEPTACHLOR,2
CHEMBL432664,FRVBLOCRPDPORZ-UHFFFAOYSA-N,,2
CHEMBL443732,FSBIGDSBMBYOPN-VKHMYHEASA-N,CANAVANINE,2
CHEMBL1436980,FSNITHOUQGJHTR-UHFFFAOYSA-N,"""4,4'-DIMETHOXYDALBERGIONE""",2
CHEMBL189171,FSQKKOOTNAMONP-UHFFFAOYSA-N,ACEMETACIN,2
CHEMBL976,FSVJFNAIGNNGKK-UHFFFAOYSA-N,PRAZIQUANTEL,2
CHEMBL54572,FSXRLASFHBWESK-HOTGVXAUSA-N,PHENYLALANYLTYROSINE,2
CHEMBL744,FTALBRSUTCGOEG-UHFFFAOYSA-N,RILUZOLE,2
CHEMBL412010,FTBGFGQPUMCUSC-UHFFFAOYSA-N,DERRUBONE,2
CHEMBL506084,FTNJWQUOZFUQQJ-GEPYADMXSA-N,AZADIRACHTIN A,2
CHEMBL1201102,FTNWXGFYRHWUKG-UHFFFAOYSA-N,TRIFLUPROMAZINE HYDROCHLORIDE,2
CHEMBL9352,FTVWIRXFELQLPI-ZDUSSCGKSA-N,NARINGENIN,2
CHEMBL1200851,FUFVKLQESJNNAN-RIMUKSHESA-M,HOMATROPINE METHYLBROMIDE,2
CHEMBL1374805,FUQAYSQLAOJBBC-UHFFFAOYSA-N,BETA-CARYOPHYLLENE ALCOHOL,2
CHEMBL23906,FUQOTYRCMBZFOL-UHFFFAOYSA-N,5-CHLOROINDOLE-2-CARBOXYLIC ACID,2
CHEMBL83668,FUSNMLFNXJSCDI-UHFFFAOYSA-N,TOLNAFTATE,2
CHEMBL439496,FVECELJHCSPHKY-YFUMOZOISA-N,VERATRIDINE,2
CHEMBL12948,FVLVBPDQNARYJU-UHFFFAOYSA-N,SEMUSTINE,2
CHEMBL131244,FVTVMQPGKVHSEY-UHFFFAOYSA-N,1-AMINOCYCLOBUTANE CARBOXYLIC ACID,2
CHEMBL23236,FVWJYYTZTCVBKE-ROUWMTJPSA-N,BETULIN,2
CHEMBL3138640,FVXYCYOANPHZHB-QDKZMGPNSA-N,,2
CHEMBL1408759,FWKQNCXZGNBPFD-UHFFFAOYSA-N,GUAIAZULENE,2
CHEMBL442813,FWYSBEAFFPBAQU-LBPRGKRZSA-N,MARMESIN,2
CHEMBL8260,FXNFHKRTJBSTCS-UHFFFAOYSA-N,BAICALEIN,2
CHEMBL1527944,FYDVPEVHFUBOJG-UHFFFAOYSA-N,SAFROLGLYCOL,2
CHEMBL1534878,FYEMNIIBXSJOLP-UHFFFAOYSA-N,IPRONIAZID SULFATE,2
CHEMBL608,FYPMFJGVHOHGLL-UHFFFAOYSA-N,PROBUCOL,2
CHEMBL261772,FYSVKUUNXYGFLA-CCHMMTNSSA-N,MECLOCYCLINE SULFOSALICYLATE,2
CHEMBL269644,FZERHIULMFGESH-UHFFFAOYSA-N,ACETANILIDE,2
CHEMBL36591,FZSPJBYOKQPKCD-UHFFFAOYSA-N,ALAPROCLATE,2
CHEMBL1355604,GAAOKTBHSXYRNH-UHFFFAOYSA-N,N-CHLOROETHYL-N-ETHYL-2'-METHYLBENZYLAMINE HYDROCHLORIDE,2
CHEMBL539660,GACYULOPBWQXQH-UHFFFAOYSA-N,SID103905634,2
CHEMBL56163,GAPWCQHXCIXKLV-WXPPGMDDSA-N,PRISTIMEROL,2
CHEMBL2181295,GBVCHRDRVDOMQV-RTWAWAEBSA-N,ROTENONIC ACID,2
CHEMBL2130597,GBWVAAKKEIOROG-UHFFFAOYSA-N,N-FORMYLMETHIONYLALANINE,2
CHEMBL181,GDLBFKVLRPITMI-UHFFFAOYSA-N,DIAZOXIDE,2
CHEMBL3138703,GDUPBUZZJUIEDX-RIQJQHKOSA-N,,2
CHEMBL700,GECHUMIMRBOMGK-UHFFFAOYSA-N,SULFAPYRIDINE,2
CHEMBL677,GEFQWZLICWMTKF-CDUCUWFYSA-N,LEVONORDEFRIN,2
CHEMBL1708,GELRVIPPMNMYGS-RVXRQPKJSA-N,PAROXETINE HYDROCHLORIDE,2
CHEMBL1256842,GEOCVSMCLVIOEV-BTJKTKAUSA-N,NOMIFENSINE MALEATE,2
CHEMBL555017,GEZHEQNLKAOMCA-RRZNCOCZSA-N,GAMBOGIC ACID,2
CHEMBL1201,GFBKORZTTCHDGY-UWVJOHFNSA-N,THIOTHIXENE,2
CHEMBL7940,GFERNZCCTZEIET-MRXNPFEDSA-N,DEHYDROROTENONE,2
CHEMBL226345,GFFGJBXGBJISGV-UHFFFAOYSA-N,ADENINE,2
CHEMBL1450565,GFGSZUNNBQXGMK-UHFFFAOYSA-N,AKLOMIDE,2
CHEMBL1451,GFNANZIMVAIWHM-OBYCQNJPSA-N,TRIAMCINOLONE,2
CHEMBL201692,GFOSJTAXXOQMHZ-UHFFFAOYSA-N,,2
CHEMBL307301,GGCLNOIGPMGLDB-GYKMGIIDSA-N,CHOLEST-5-EN-3-ONE,2
CHEMBL484037,GGMCFLXPZMBJMV-NPVWYNPDSA-N,CENTAUREIN,2
CHEMBL1200769,GGRBYIUPUOYRLQ-UHFFFAOYSA-N,TRIPELENNAMINE CITRATE,2
CHEMBL880,GGXKWVWZWMLJEH-UHFFFAOYSA-N,FAMCICLOVIR,2
CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,FLUOROURACIL,2
CHEMBL1514569,GHCDJBVCFINEBQ-UHFFFAOYSA-N,DALBERGIONE,2
CHEMBL393136,GHCZYXUOYFOXIP-UHFFFAOYSA-N,POMIFERIN,2
CHEMBL536932,GHKABPDNWHXLHG-UHFFFAOYSA-N,MINAPRINE HYDROCHLORIDE,2
CHEMBL436279,GHKISGDRQRSCII-UHFFFAOYSA-N,CHELIDONINE (+),2
CHEMBL24147,GHMLBKRAJCXXBS-UHFFFAOYSA-N,RESORCINOL,2
CHEMBL1715,GHUUBYQTCDQWRA-UHFFFAOYSA-N,PIOGLITAZONE HYDROCHLORIDE,2
CHEMBL2106426,GIDIUOCSTCGLRW-QJSPMWJNSA-N,MEPARTRICIN,2
CHEMBL1336287,GIPLQLQEWXCSIX-UHFFFAOYSA-N,"""3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN""",2
CHEMBL399510,GIYAQDDTCWHPPL-UHFFFAOYSA-N,BROMOPRIDE,2
CHEMBL286204,GJAWHXHKYYXBSV-UHFFFAOYSA-N,QUINOLINIC ACID,2
CHEMBL1314736,GJNVTNDAZUATRV-UHFFFAOYSA-N,"""2,4-DICHLOROPHENOXYACETIC ACID, ISOOCTYL ESTER""",2
CHEMBL109266,GKAJCVFOJGXVIA-DXKBKAGUSA-N,RHAPONTIN,2
CHEMBL1200950,GKEGFOKQMZHVOW-UHFFFAOYSA-M,CLIDINIUM BROMIDE,2
CHEMBL3039226,GKPNPQODFXMCGO-IFXJQAMLSA-N,CATECHIN TETRAMETHYLETHER,2
CHEMBL460656,GKQMMZUXYRXFOH-VRUJEOEASA-N,NILOTICIN,2
CHEMBL1432,GLDQAMYCGOIJDV-UHFFFAOYSA-N,"""2,3-DIHYDROXYBENZOIC ACID""",2
CHEMBL1200881,GLMUAFMGXXHGLU-VQAITOIOSA-N,MINOCYCLINE HYDROCHLORIDE,2
CHEMBL1412,GLUUGHFHXGJENI-UHFFFAOYSA-N,PIPERAZINE,2
CHEMBL1425,GLVAUDGFNGKCSF-UHFFFAOYSA-N,MERCAPTOPURINE,2
CHEMBL452683,GLZPCOQZEFWAFX-YFHOEESVSA-N,NEROL,2
CHEMBL43871,GMBQZIIUCVWOCD-MFRNJXNGSA-N,TIGOGENIN,2
CHEMBL619,GMSNIKWWOQHZGF-UHFFFAOYSA-N,3-METHYLXANTHINE,2
CHEMBL2096646,GMUQJDAYXZXBOT-UHFFFAOYSA-M,AMINOSALICYLATE SODIUM,2
CHEMBL36715,GMZVRMREEHBGGF-UHFFFAOYSA-N,PIRACETAM,2
CHEMBL1881755,GNMSLDIYJOSUSW-UHFFFAOYSA-N,N-ACETYLPROLINE,2
CHEMBL1201327,GNOGSFBXBWBTIG-UHFFFAOYSA-N,ACETRIZOIC ACID,2
CHEMBL323197,GNRIZKKCNOBBMO-UHFFFAOYSA-N,MANGOSTIN,2
CHEMBL1200530,GNWUOVJNSFPWDD-XMZRARIVSA-M,CEFOXITIN SODIUM,2
CHEMBL1201117,GNXFOGHNGIVQEH-UHFFFAOYSA-N,METHOCARBAMOL,2
CHEMBL3138647,GNYRFSRGJVIYQB-NMRUWYRNSA-N,,2
CHEMBL3039133,GODATXYKWYGJRN-FTUKGHNWSA-N,DEOXYGEDUNOL ACETATE,2
CHEMBL1170898,GOYZKWCPWBKPIG-RNKBQGBYSA-N,6-HYDROXYANGOLENSIC ACID METHYL ESTER,2
CHEMBL191703,GPLGAQQQNWMVMM-MYAJQUOBSA-N,CONESSINE,2
CHEMBL1200359,GPTONYMQFTZPKC-UHFFFAOYSA-N,SULFAMETER,2
CHEMBL224325,GPTXWRGISTZRIO-UHFFFAOYSA-N,CHLORQUINALDOL,2
CHEMBL1200357,GRIXGZQULWMCLU-HUTAOCTPSA-L,MOXALACTAM DISODIUM,2
CHEMBL3138729,GRRNUXAQVGOGFE-OPDYUDDYSA-N,,2
CHEMBL81977,GSCPDZHWVNUUFI-UHFFFAOYSA-N,3-AMINOBENZAMIDE,2
CHEMBL33,GSDSWSVVBLHKDQ-JTQLQIEISA-N,LEVOFLOXACIN,2
CHEMBL4,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,OFLOXACIN,2
CHEMBL3039359,GTDIWCITYRGAKM-OBRHJWQCSA-N,"""EPOXY (4,5ALPHA)-4,5-DIHYDROSANTONIN""",2
CHEMBL280074,GTVPOLSIJWJJNY-UHFFFAOYSA-N,OLOMOUCINE,2
CHEMBL153658,GTZCVFVGUGFEME-HNQUOIGGSA-N,ACONITIC ACID,2
CHEMBL1614877,GUBGYTABKSRVRQ-MFRLZQSSSA-N,CELLBIOSE,2
CHEMBL1200479,GUBNMFJOJGDCEL-UHFFFAOYSA-N,DICYCLOMINE HYDROCHLORIDE,2
CHEMBL2105616,GUCKKCMJTSNWCU-BQBZGAKWSA-N,SPAGLUMIC ACID,2
CHEMBL1326944,GUHXVSRRBMHSSC-UHFFFAOYSA-N,"""7,3'-DIMETHOXYFLAVONE""",2
CHEMBL49563,GVJHHUAWPYXKBD-UHFFFAOYSA-N,ALPHA-TOCHOPHEROL,2
CHEMBL1200974,GVNWHCVWDRNXAZ-BTJKTKAUSA-N,CARBINOXAMINE MALEATE,2
CHEMBL1200474,GVSJQNRGSCOSNJ-KBHRXELFSA-N,DEMECLOCYCLINE HYDROCHLORIDE,2
CHEMBL1318499,GWBJPNAWYMBRLQ-UHFFFAOYSA-N,DIHYDROCARYOPHYLLEN-5-ONE,2
CHEMBL493636,GWBPFRGXNGPPMF-UHFFFAOYSA-N,SULFANITRAN,2
CHEMBL146095,GWOFUCIGLDBNKM-UHFFFAOYSA-N,GLAFENINE,2
CHEMBL296419,GXDALQBWZGODGZ-UHFFFAOYSA-N,ASTEMIZOLE,2
CHEMBL877,GYDJEQRTZSCIOI-LJGSYFOKSA-N,TRANEXAMIC ACID,2
CHEMBL1201173,GZENKSODFLBBHQ-ILSZZQPISA-N,MEDRYSONE,2
CHEMBL231884,GZSOSUNBTXMUFQ-YFAPSIMESA-N,DIOSMIN,2
CHEMBL1330613,GZYFIMLSHBLMKF-UHFFFAOYSA-N,ALBIZZIINE,2
CHEMBL696,HAPOVYFOVVWLRS-UHFFFAOYSA-N,ETHOSUXIMIDE,2
CHEMBL227075,HARGZZNYNSYSGJ-JTQLQIEISA-N,DIHYDROTANSHINONE I,2
CHEMBL54909,HAVWRBANWNTOJX-UHFFFAOYSA-N,FRAXETIN,2
CHEMBL427,HAWPXGHAZFHHAD-UHFFFAOYSA-N,MECHLORETHAMINE,2
CHEMBL3039093,HBMCQTHGYMTCOF-UHFFFAOYSA-N,4-ACETOXYPHENOL,2
CHEMBL129,HBOMLICNUCNMMY-XLPZGREQSA-N,ZIDOVUDINE,2
